Chunk,Model,Model type,Surface Area (cm^2),Area (cm^2),Surface Area (m^2) by color category: 0,Surface Area (m^2) by color category: 1,Surface Area (m^2) by color category: 2,Surface Area (m^2) by color category: 3,Surface Area (m^2) by color category: 4,Surface Area (m^2) by color category: 5,Surface Area (m^2) by color category: 6,Surface Area (m^2) by color category: 7,Surface Area (m^2) by color category: 8,Surface Area (m^2) by color category: 9,Surface Area (m^2) by color category: 10,Surface Area (m^2) by color category: 11,Surface Area (m^2) by color category: 12,Surface Area (m^2) by color category: 13,Surface Area (m^2) by color category: 14,Surface Area (m^2) by color category: 15,Surface Area (m^2) by color category: 16,Surface Area (m^2) by color category: 17,Surface Area (m^2) by color category: 18,Surface Area (m^2) by color category: 19,Surface Area (m^2) by color category: 20,Surface Area (m^2) by color category: 21,Surface Area (m^2) by color category: 22,Surface Area (m^2) by color category: 23,Surface Area (m^2) by color category: 24,Surface Area (m^2) by color category: 25,Surface Area (m^2) by color category: 26,Surface Area (m^2) by color category: 27,Surface Area (m^2) by color category: 28,Surface Area (m^2) by color category: 29,Surface Area (m^2) by color category: 30,Surface Area (m^2) by color category: 31,Surface Area (m^2) by color category: 32,Surface Area (m^2) by color category: 33,Surface Area (m^2) by color category: 34,Surface Area (m^2) by color category: 35,Max height (cm),Min height (cm),Height range (cm),Volume (cm^3),Extent Volume (cm^3)
669A,669A,Mesh,27.65756138,5.35029528,3.24E-06,5.86E-06,0,0.000182323,9.36E-05,5.87E-05,8.06E-05,1.04E-05,5.93E-06,0,1.74E-05,0,0,0,0,2.74E-05,0.001054825,9.17E-06,1.36E-07,0.000276232,6.57E-06,8.46E-06,0.000114249,6.38E-06,0.00021433,0.00012536,6.31E-05,3.38E-07,0.000196323,5.71E-07,0.000108354,0,2.42E-05,2.44E-05,0,4.73E-05,3.846207255,0.32278666,3.523420596,7.924754089,27.23768645
669B,669B,Mesh,39.12433577,6.951462367,8.57E-05,2.07E-06,0,0.00018205,8.45E-05,0,5.34E-06,4.72E-05,0,0,2.32E-05,0,0,1.94E-06,0,0.000236575,0.0011703,6.15E-05,0,0.000299975,9.88E-05,2.02E-05,0.000249132,7.01E-06,0.000453707,0.000271456,0.000102708,2.06E-05,0.000487,1.17E-07,9.73E-07,0,0,2.87E-07,0,0,4.973928762,0.339652933,4.634275829,11.62360853,45.4685287
669C,669C,Mesh,29.73175676,5.884716209,0.000163365,2.08E-05,3.06E-06,0.00013846,8.71E-05,0,2.45E-08,3.37E-05,0,7.37E-08,2.74E-05,0,0,1.27E-05,9.65E-07,0.000195637,0.000745885,7.70E-05,0,0.000250506,0.000170702,2.07E-05,0.000146231,2.29E-05,0.000213582,0.000102963,0.000175155,5.07E-06,0.000324246,3.89E-06,3.08E-05,0,5.91E-08,2.03E-07,0,0,3.123171884,0.346255604,2.77691628,8.173572503,22.31804563
670A,670A,Mesh,23.01072831,4.418770405,6.97E-05,2.59E-07,0,9.23E-05,2.53E-05,8.17E-07,5.17E-07,1.16E-05,0,0,1.98E-05,0,0,0,0,9.21E-06,0.000792869,6.46E-05,0,0.00032546,4.83E-06,8.08E-06,2.52E-05,1.33E-05,6.81E-05,5.60E-05,0.000185817,1.52E-06,0.000480766,3.71E-06,3.91E-05,0,1.33E-06,5.38E-07,0,3.76E-07,3.636614258,0.338317418,3.29829684,6.567998244,18.26477865
670B,670B,Mesh,21.49536385,4.369595693,6.84E-05,4.53E-06,0,0.000180344,5.99E-05,7.29E-05,2.01E-05,3.05E-06,2.54E-06,0,2.60E-05,0,0,0,0,3.05E-06,0.000662476,0,0,0.000308872,9.86E-06,2.16E-05,3.06E-05,7.92E-06,0.000118041,7.06E-05,1.07E-05,0,0.00029183,4.68E-06,9.63E-05,0,4.89E-05,2.24E-05,0,3.90E-06,3.717094875,0.308403524,3.408691351,5.496027841,19.37609379
670C,670C,Mesh,20.1562589,4.410483057,4.56E-05,1.15E-05,0,0.000243378,6.62E-05,5.14E-05,9.36E-06,3.80E-06,4.09E-06,2.18E-07,2.55E-05,0,0,0,0,2.42E-06,0.000638482,2.52E-06,3.23E-07,0.00029267,1.36E-05,3.08E-05,7.10E-06,8.87E-06,3.80E-05,5.22E-05,3.47E-05,1.80E-07,0.000254489,1.09E-06,0.00010673,0,4.95E-05,2.01E-05,0,7.90E-07,3.549950509,0.307146328,3.242804181,4.943470401,19.05622639
671A,671A,Mesh,25.66662483,4.38448609,0,9.27E-06,0,0.000333303,9.34E-05,5.83E-05,4.68E-05,6.68E-05,1.61E-05,0,3.82E-06,0,0,0,0,2.02E-05,0.000514161,3.80E-07,3.45E-07,0.000259438,7.12E-06,4.01E-06,3.89E-05,8.93E-05,0.000213385,0.000371792,1.26E-05,1.12E-06,7.52E-05,2.33E-05,9.43E-05,0,5.15E-05,3.57E-05,3.51E-06,0.000122412,4.041069348,0.267340783,3.773728565,6.982009004,20.9379058
671B,671B,Mesh,20.49667871,4.378347045,2.03E-06,3.41E-05,0,0.000237802,7.24E-05,7.32E-05,0.000107339,2.64E-06,5.86E-06,0,1.49E-05,0,0,0,0,2.78E-05,0.000282062,0,3.06E-08,0.00021818,2.14E-05,2.26E-05,0.000203827,1.01E-05,0.000176039,0.00019182,7.01E-07,2.85E-08,0.000186955,4.17E-07,6.79E-05,0,3.25E-05,4.37E-05,0,1.34E-05,3.407993305,0.296046944,3.111946361,5.554292702,17.46862876
671C,671C,Mesh,33.03471284,7.402120998,9.03E-06,2.38E-05,2.05E-06,0.000256306,7.50E-05,3.15E-05,2.48E-05,0.000103129,5.58E-06,2.45E-07,2.23E-05,8.01E-08,0,9.02E-06,0,1.84E-05,0.000786804,0.000177028,6.79E-07,0.000217587,1.05E-05,1.98E-05,0.000128692,2.49E-05,0.000312335,0.000272319,0.000276314,3.89E-05,0.000193032,3.44E-06,0.000201396,0,3.35E-05,1.47E-05,6.23E-07,9.84E-06,3.608974956,0.292877125,3.316097831,9.315906908,34.56440848
672A,672A,Mesh,38.57679069,7.83491955,8.05E-05,4.27E-06,1.23E-06,0.000242362,0.000132166,6.58E-06,4.58E-06,0.000142546,1.99E-07,0,4.39E-06,0,0,6.82E-06,0,0.000221911,0.000792395,6.35E-05,0,0.000196511,4.29E-05,3.24E-05,0.000188854,6.96E-05,0.000557609,0.000393956,0.000203042,8.81E-06,0.000329246,8.16E-06,0.000111391,0,1.09E-05,6.45E-07,0,1.19E-07,3.579006917,0.297536591,3.281470326,11.92515468,36.60861964
672B,672B,Mesh,30.70389826,7.280036332,0.000160978,1.37E-06,0,0.000139088,6.04E-05,0.000110065,7.53E-05,9.88E-05,1.37E-05,0,4.44E-06,0,0,0,0,0.000206268,0.000671306,8.81E-05,5.66E-07,0.000149101,3.42E-05,3.29E-05,0.00016927,1.90E-05,0.000293485,0.000191837,0.000201893,7.77E-06,0.000129236,5.68E-06,6.35E-05,0,3.20E-05,6.32E-05,6.61E-08,4.70E-05,6.321441126,0.263319318,6.058121807,8.809519153,66.19759982
672C,672C,Mesh,33.80702656,5.879109257,0.00019113,1.28E-05,9.21E-07,0.000153287,8.32E-05,4.08E-05,0.000108425,8.85E-05,5.43E-05,0,1.09E-05,0,0,1.62E-06,3.26E-07,0.000103544,0.000603033,6.19E-05,8.32E-08,0.000119646,6.85E-05,3.70E-05,0.000219164,2.08E-05,0.000568095,0.000308692,0.000182753,1.04E-05,0.000172863,7.70E-06,6.78E-05,0,2.95E-05,3.41E-05,2.88E-06,1.59E-05,3.749923614,0.288858221,3.461065392,9.535242597,24.77814974
673A,673A,Mesh,29.65984911,5.256281072,6.99E-05,2.21E-05,5.10E-07,0.000237525,0.000276217,0.000143462,2.45E-05,1.82E-05,6.74E-06,0,2.37E-05,0,0,4.17E-08,0,0.000210806,0.000109539,0,0,0.000225882,0.000183036,1.50E-05,0.000241345,0.000126254,0.000449343,0.000169282,1.17E-06,0,0.000186309,2.57E-05,3.94E-05,0,8.99E-05,6.00E-05,1.60E-07,1.01E-05,3.838306203,0.297401746,3.540904457,8.074490418,25.35505952
673B,673B,Mesh,30.33935108,6.078978785,8.80E-05,8.78E-06,0,0.000273787,0.000234254,3.25E-06,6.37E-08,4.71E-05,0,0,9.34E-05,0,0,4.03E-06,0,0.000237749,0.000105356,0,0,0.000545665,0.000356576,2.31E-05,0.000168077,6.45E-05,0.000256122,0.000127503,8.19E-06,0,0.000237313,3.31E-06,0.000146178,0,5.82E-07,1.05E-06,0,0,3.709799578,0.392027671,3.317771908,7.459086973,30.43966124
673C,673C,Mesh,29.22733991,5.779551353,8.42E-05,1.15E-06,0,0.00020888,0.000187087,2.47E-05,7.00E-06,5.70E-05,1.52E-06,9.07E-07,5.21E-05,0,0,0,0,0.000197158,0.000384063,1.60E-05,7.81E-07,0.000295851,6.56E-05,2.11E-05,0.000235521,4.07E-05,0.000346613,0.000187541,7.42E-05,4.25E-07,0.000214064,4.33E-06,0.000173204,0,3.22E-05,6.60E-06,0,2.31E-06,6.321371131,0.269419602,6.051951529,7.383146914,49.27024637
674A,674A,Mesh,40.35603143,5.564272727,5.28E-06,0,0,0.000302806,0.000137524,2.08E-05,3.95E-06,4.75E-05,1.87E-06,0,5.40E-05,0,0,3.22E-08,0,0.000144773,0.000584271,0,8.00E-08,0.000285162,2.87E-05,9.11E-06,0.000339884,7.14E-05,0.001022381,0.000519957,3.59E-06,2.13E-07,0.000172334,0,0.000241181,0,2.94E-05,6.31E-06,0,3.09E-06,5.861850593,0.276442904,5.585407689,12.41673751,43.1810867
674B,674B,Mesh,30.70278405,6.925658793,6.97E-05,2.81E-05,2.68E-06,0.000239384,0.000224508,4.06E-05,7.73E-06,8.34E-05,3.87E-06,0,3.69E-06,0,0,2.87E-06,0,7.39E-05,0.000538689,1.83E-05,0,0.000161819,5.01E-05,1.84E-05,5.52E-05,0.000150985,0.000365839,0.00035485,6.95E-05,8.40E-06,0.000123388,3.87E-05,0.000223731,0,9.11E-05,1.53E-05,5.07E-07,4.94E-06,3.428638735,0.317970537,3.110668198,9.809317935,27.98947642
674C,674C,Mesh,29.05244065,6.10867106,5.12E-05,8.19E-06,0,0.000153152,6.92E-05,1.25E-06,1.53E-06,1.51E-05,0,0,5.83E-05,0,0,5.02E-07,0,0.000262829,0.000452383,0,0,0.000331121,4.37E-05,1.26E-05,0.000238355,1.98E-05,0.000474637,0.000214919,2.28E-05,0,0.000380694,1.99E-06,8.42E-05,0,6.86E-06,0,0,0,3.757875126,0.315135976,3.44273915,8.328144642,30.10304251
675A,675A,Mesh,44.3741199,7.44467284,2.76E-05,6.69E-05,1.50E-05,0.000205529,4.56E-05,1.64E-06,5.28E-06,5.03E-05,2.89E-07,0,3.62E-06,0,0,1.74E-05,4.76E-06,8.88E-05,0.001454536,0.000489753,2.22E-06,0.000313188,8.13E-05,1.57E-05,0.000139882,1.63E-05,0.000245305,0.00017235,0.000433032,9.99E-05,0.000412586,3.28E-07,1.87E-05,0,1.08E-06,3.75E-07,4.58E-07,7.85E-06,4.473645697,0.421020416,4.052625281,11.26930315,36.81925041
675B,675B,Mesh,34.01693192,6.963862316,0.00011382,4.51E-05,3.28E-06,0.000241233,7.08E-05,2.12E-06,1.67E-06,5.86E-05,1.90E-08,0,1.69E-05,0,0,1.47E-06,0,3.27E-05,0.001084623,0.000121264,0,0.000380663,3.97E-05,1.93E-05,5.23E-05,5.77E-05,0.000217069,0.000271331,0.000265263,1.46E-06,0.000199689,4.72E-06,9.01E-05,0,8.23E-06,3.42E-07,0,2.08E-07,3.833865129,0.371323483,3.462541647,9.311832766,35.62555109
675C,675C,Mesh,35.83214797,6.421375286,8.82E-05,1.44E-05,0,0.000142269,5.69E-05,2.67E-05,0.000166963,3.48E-05,2.18E-05,4.27E-07,4.53E-05,0,0,0,0,0.000123319,0.00115608,6.95E-05,1.26E-07,0.000209983,2.88E-05,2.35E-05,0.000217468,2.13E-05,0.000330656,0.000187317,0.000187349,1.09E-05,0.000227973,2.52E-06,4.07E-05,0,1.32E-05,3.30E-05,7.06E-08,0.000101774,4.563979467,0.264564498,4.299414969,9.887932525,39.11232923
751A,751A,Mesh,26.83643227,5.141420856,6.64E-05,4.38E-06,0,0.000248812,9.03E-05,5.26E-06,1.09E-05,3.69E-05,1.22E-06,0,6.80E-06,0,0,0,0,9.04E-05,0.000342534,1.14E-05,0,0.000447369,2.29E-05,1.70E-05,8.39E-05,3.14E-05,0.000378562,0.000280269,2.86E-05,1.99E-08,0.000283821,1.05E-05,0.000159042,0,1.92E-05,3.59E-06,1.07E-07,1.99E-06,3.338434536,0.304751633,3.033682903,7.211132015,20.00952844
751B,751B,Mesh,30.83418828,6.059926363,5.90E-05,4.38E-05,1.39E-05,0.000305315,8.88E-05,7.05E-05,3.15E-05,6.24E-05,1.24E-05,0,3.92E-05,0,0,4.07E-06,1.07E-05,0.000157092,0.000551689,3.48E-05,2.58E-07,0.000205857,2.97E-05,2.26E-05,8.96E-05,7.41E-06,0.00044777,0.00025538,9.05E-05,1.43E-06,0.000169835,8.29E-06,0.000166094,0,5.64E-05,3.76E-05,9.60E-07,8.62E-06,6.337378243,0.30190959,6.035468653,8.437386105,48.95760611
751C,751C,Mesh,31.30132479,5.83916758,6.45E-05,1.24E-05,9.55E-07,0.000191198,4.01E-05,1.48E-06,1.20E-05,0.000117377,1.17E-07,0,2.39E-05,0,0,5.10E-06,0,0.00013327,0.000780177,1.79E-05,0,0.000377091,3.15E-05,1.91E-05,0.000122676,1.54E-05,0.000406122,0.000309744,0.000104813,3.43E-08,0.000316982,2.83E-06,2.15E-05,0,2.35E-07,1.34E-06,2.28E-07,0,3.648622976,0.384171089,3.264451887,8.239402984,27.50785163
752A,752A,Mesh,34.06730372,7.616240221,7.36E-05,4.57E-05,1.35E-06,0.000385047,0.000181972,0.000130125,8.38E-05,3.79E-05,1.65E-05,0,7.48E-06,0,0,1.44E-05,2.17E-07,0.000259508,0.000392136,9.03E-07,2.26E-07,0.000207754,0.000294636,1.95E-05,0.00026886,1.19E-05,0.000389726,0.000176678,4.24E-05,1.30E-07,0.000105301,2.53E-06,9.74E-05,0,6.92E-05,8.05E-05,3.47E-06,5.92E-06,3.807442026,0.283367576,3.52407445,8.972464083,39.33699879
752B,752B,Mesh,39.50194545,12.16060732,8.10E-06,2.48E-07,0,0.000126829,0.000115898,5.46E-05,9.45E-05,0.000103084,2.72E-05,0,3.83E-06,0,0,0,0,0.000283193,0.000936736,0.000375295,1.13E-07,0.000130589,2.37E-05,1.34E-05,0.000195491,1.36E-05,0.000266739,0.000165146,0.000444432,4.45E-05,0.000209673,3.57E-06,0.000122972,0,4.73E-05,4.11E-05,9.19E-07,9.76E-05,2.83714416,0.256988478,2.580155682,11.59453184,41.63571472
752C,752C,Mesh,34.31970932,6.522236504,1.61E-05,3.53E-05,7.70E-07,0.000309822,7.63E-05,5.51E-05,6.99E-05,9.22E-05,1.78E-05,0,2.04E-05,0,0,6.24E-07,0,4.87E-05,0.000966558,4.17E-05,0,0.00024703,1.06E-05,1.33E-05,0.000109605,1.35E-05,0.000323472,0.000244821,0.000217897,6.70E-07,0.000200382,8.64E-07,0.000164082,0,5.84E-05,3.62E-05,2.07E-07,3.97E-05,4.24706982,0.300920405,3.946149415,8.935361536,36.97193407
753A,753A,Mesh,50.93855755,10.05179451,0.000167264,3.54E-06,0,9.39E-05,8.45E-05,1.59E-05,5.39E-05,0.000264134,2.10E-06,0,2.33E-06,0,0,0,0,1.54E-05,0.001738715,0.000348596,0,0.000160998,1.48E-05,1.30E-05,6.11E-05,7.91E-05,0.000360766,0.000482916,0.00059306,9.37E-05,0.000257794,1.50E-05,0.000123381,0,1.63E-05,8.98E-06,1.77E-06,2.10E-05,5.141104442,0.283824718,4.857279723,19.69252876,69.63436226
753B,753B,Mesh,31.10593385,5.970383824,3.84E-05,3.14E-05,0,0.000279262,0.000167757,1.52E-05,4.82E-06,3.88E-05,7.33E-07,6.77E-08,2.88E-05,0,0,8.33E-07,0,0.000109934,0.000650255,5.13E-05,2.25E-07,0.000261799,0.00015189,1.99E-05,0.000118457,5.51E-05,0.000295723,0.000239104,0.000142012,1.78E-07,0.000218975,5.26E-06,0.000155165,0,2.32E-05,4.35E-06,0,1.82E-06,4.242722829,0.328093403,3.914629426,8.255429616,32.10263877
753C,753C,Mesh,30.64751179,4.729282666,0.000168818,4.42E-06,0,0.000218591,0.000130778,9.34E-07,4.21E-06,2.76E-05,0,0,7.16E-05,0,0,2.81E-06,0,0.000128289,0.000644105,2.08E-05,0,0.000321815,0.000202817,2.00E-05,0.000169098,4.86E-05,0.000282252,0.000181714,9.42E-05,0,0.00031005,2.54E-07,1.04E-05,0,3.58E-07,1.30E-07,0,0,4.502096656,0.369616793,4.132479863,7.730510654,25.80846009
754A,754A,Mesh,51.00488255,10.34201214,0.00010215,1.06E-05,0,0.000330794,0.000405798,3.21E-05,0.000107019,0.000274145,2.40E-05,6.26E-08,3.72E-05,0,0,3.35E-05,0,0.000350633,0.000486415,7.13E-05,1.63E-06,0.000182628,0.000465847,2.98E-05,0.000152345,0.000209698,0.000670411,0.00046149,0.000182459,3.59E-05,0.000154474,3.21E-06,4.76E-05,0,1.48E-05,3.89E-05,3.19E-07,0.000182976,6.331568903,0.276037479,6.055531424,17.3809713,94.30107498
754B,754B,Mesh,30.97447447,5.651425244,0.00013255,1.02E-05,0,0.000147576,0.000236343,7.87E-05,4.44E-05,5.44E-05,1.76E-05,2.64E-07,1.73E-05,0,0,4.71E-07,0,0.00034575,0.00036807,3.65E-06,2.12E-07,0.000185685,0.000138545,1.36E-05,0.000166893,5.78E-05,0.00039728,0.000217833,4.45E-05,1.12E-07,0.000182738,4.37E-06,8.76E-05,0,6.00E-05,6.89E-05,0,1.41E-05,3.969683952,0.304822621,3.664861331,9.042650607,27.92305131
754C,754C,Mesh,43.06872581,7.721145907,0.000110326,3.81E-05,3.19E-06,0.000387763,0.000257287,3.77E-05,0.000102661,7.95E-05,1.81E-05,0,1.40E-06,0,0,4.19E-06,0,0.00018542,0.00061776,8.68E-06,9.83E-07,0.000238739,0.000242577,5.45E-05,0.000212309,7.26E-05,0.000793838,0.000348771,8.15E-05,1.58E-06,7.18E-05,4.77E-06,9.59E-05,0,1.44E-05,4.09E-05,9.25E-08,0.000179433,4.609994677,0.27819774,4.331796937,16.86554048,41.4019071
755A,755A,Mesh,68.59771024,12.47595735,5.64E-05,2.42E-06,0,0.000664775,0.000412632,0.00010317,0.000105422,0.000297121,3.55E-05,1.09E-07,3.46E-07,0,0,1.03E-05,0,0.000367686,0.001427301,0.000206339,2.46E-06,0.000137145,0.000385427,6.60E-05,0.000212389,0.0001238,0.000668098,0.000506502,0.000511467,6.15E-05,0.000103831,2.01E-06,0.00020307,0,7.17E-05,6.41E-05,3.53E-06,4.73E-05,5.191749484,0.251796073,4.939953412,28.16167376,84.20992924
755B,755B,Mesh,62.18912707,12.93028352,7.04E-05,2.17E-05,0,0.000286438,0.000485905,4.13E-05,4.31E-05,0.000281872,3.00E-06,0,1.14E-06,0,0,1.53E-05,0,0.000453809,0.001359831,0.000171797,0,0.000169884,0.000484369,2.98E-05,0.000191409,0.000129884,0.000610086,0.000523297,0.000400054,2.46E-05,0.000189821,1.51E-05,0.000194312,0,1.07E-06,1.10E-05,2.87E-07,8.40E-06,4.263413075,0.339427035,3.92398604,22.41824898,70.80606317
755C,755C,Mesh,65.06549403,19.60935967,3.08E-05,0,0,0.000225568,0.000315292,3.89E-05,1.16E-05,0.000348283,2.57E-06,6.31E-06,1.74E-06,0,0,2.68E-06,0,0.000434572,0.00103608,0.000667104,7.79E-05,0.000238545,0.000285373,2.98E-05,0.000254843,6.80E-05,0.00055608,0.000390358,0.000670922,0.000402566,0.000101162,1.22E-05,0.000256454,0,2.60E-05,9.65E-06,0,5.31E-06,3.630713158,0.303029852,3.327683307,24.44182794,87.99665316
756A,756A,Mesh,27.11451651,5.457300018,0.000114912,2.36E-05,9.49E-07,0.000158535,4.49E-05,0,1.81E-06,2.21E-05,0,0,3.59E-05,0,0,1.38E-05,2.81E-07,0.000164404,0.00037607,2.82E-06,0,0.000417932,8.44E-05,2.78E-05,0.00040537,6.54E-06,0.000381832,0.000145156,5.36E-05,0,0.000188605,1.18E-05,2.85E-05,0,0,0,0,0,4.301589241,0.322107467,3.979481775,7.140434042,29.31867028
756B,756B,Mesh,29.07642833,6.96299476,3.35E-05,1.57E-05,0,0.000277395,8.37E-05,1.52E-05,5.41E-06,5.81E-05,4.84E-07,0,5.87E-05,0,0,6.46E-07,0,2.28E-05,0.000580294,7.33E-05,0,0.000189046,2.38E-05,1.71E-05,0.000165631,1.18E-05,0.000434534,0.000158875,0.00018359,5.83E-06,0.000276839,5.51E-07,0.000164319,0,4.36E-05,6.96E-06,0,4.11E-08,4.283444669,0.330539279,3.952905391,6.837939471,40.71288867
756C,756C,Mesh,38.19268652,6.388477635,6.38E-05,1.37E-05,2.60E-07,0.000326883,7.04E-05,2.36E-08,6.13E-07,4.16E-05,0,0,5.17E-06,0,0,4.66E-06,0,9.60E-05,0.00082152,1.45E-05,0,0.000209675,4.53E-05,9.12E-06,0.000333705,7.04E-05,0.00082102,0.000411067,8.24E-05,0,0.000230844,2.72E-05,0.000118589,0,1.05E-06,0,0,0,4.616639388,0.319165593,4.297473795,10.88406546,38.66344543
757A,757A,Mesh,29.30706423,4.672982155,0.000201695,1.65E-05,0,0.000149222,9.44E-05,0.000137891,3.84E-06,2.22E-05,7.42E-07,0,2.73E-05,0,0,0,0,5.59E-05,0.000821678,2.32E-05,0,9.99E-05,3.59E-05,2.17E-05,0.000148103,1.09E-05,0.000376187,0.000274487,5.29E-05,1.25E-07,0.000137689,1.69E-06,9.70E-05,0,0.000106212,1.06E-05,0,2.69E-06,4.429624335,0.282942301,4.146682034,7.636193007,25.71252777
757B,757B,Mesh,32.47917901,5.007170107,0.000221759,5.84E-08,0,0.000111053,6.72E-05,6.57E-05,3.12E-05,4.34E-05,1.18E-05,0,3.31E-05,0,0,0,0,8.30E-05,0.000789017,1.76E-05,8.91E-08,0.000176274,8.97E-06,1.34E-05,0.000281051,1.44E-05,0.000498798,0.000321206,9.92E-05,4.13E-07,0.000120167,7.71E-06,0.000113733,0,6.45E-05,3.84E-05,1.21E-06,1.34E-05,4.744548387,0.310865106,4.433683281,8.56452423,30.07099173
757C,757C,Mesh,27.74160565,5.249792393,0.000138062,1.66E-06,0,0.0002552,8.66E-05,6.50E-06,2.20E-06,4.54E-05,0,0,4.09E-05,0,0,0,0,4.89E-05,0.000673048,4.53E-05,0,0.00022116,9.52E-06,1.15E-05,0.000108693,1.64E-05,0.000369045,0.00027757,7.98E-05,5.04E-07,0.000151077,6.70E-06,0.000161844,0,1.65E-05,4.66E-08,0,0,3.848498616,0.34193818,3.506560436,7.253138733,26.2464392
758A,758A,Mesh,39.67773115,7.013773184,9.29E-05,6.31E-06,0,0.000245541,0.000107245,1.30E-06,1.48E-06,4.05E-05,0,0,0.000128018,0,0,0,0,0.00013151,0.001205475,3.05E-05,0,0.000360093,3.07E-05,7.38E-06,0.000261207,1.36E-05,0.0005773,0.00033369,0.000135676,0,5.94E-05,0,0.000196193,0,5.16E-07,1.27E-06,0,0,5.331280259,0.325802122,5.005478137,10.27409645,53.07949831
758B,758B,Mesh,29.52242145,4.510647051,0.000124052,4.23E-06,0,0.000146225,9.06E-05,8.52E-05,2.28E-05,3.31E-05,1.73E-05,0,5.47E-05,0,0,0,0,0.000161071,0.000446331,5.90E-06,4.48E-08,0.000197004,1.53E-05,9.97E-06,0.000275163,2.08E-05,0.000550613,0.000243816,1.81E-05,2.14E-06,0.000198446,1.63E-06,9.92E-05,0,7.80E-05,4.62E-05,0,4.40E-06,4.912357293,0.313818084,4.598539208,7.558654696,25.50572547
758C,758C,Mesh,48.29471494,7.708564011,5.13E-05,4.05E-06,0,0.000151949,9.29E-05,0.000118055,4.50E-05,0.000127206,5.25E-05,0,9.57E-06,0,0,0,0,0.000300544,0.000971759,2.16E-05,0,0.000161395,3.77E-05,2.70E-05,0.00032781,5.98E-05,0.001070409,0.000583257,0.000103047,0,0.000239431,1.13E-05,1.62E-05,0,6.93E-05,0.000123403,4.46E-05,8.51E-06,5.615293394,0.279380699,5.335912695,14.99036952,61.57238514
759A,759A,Mesh,39.86696069,7.133004184,0.000198821,1.81E-05,0,0.000132538,0.000139878,7.60E-05,5.42E-05,0.000107861,2.67E-05,0,4.33E-05,0,0,6.30E-06,0,0.000111477,0.00121813,0.000134655,2.19E-07,0.000135798,8.14E-05,2.48E-05,0.000128045,5.97E-05,0.000318763,0.0003477,0.000289278,8.03E-06,0.000116224,1.05E-05,8.58E-05,0,2.78E-05,5.46E-05,0,3.02E-05,4.4400018,0.277785388,4.162216412,10.40929965,46.20884072
759B,759B,Mesh,34.72407334,5.463458652,0.000184147,9.77E-06,5.77E-07,0.000181497,8.14E-05,0.00010218,1.86E-05,0.000115006,1.97E-06,3.19E-08,4.72E-05,0,0,1.36E-06,2.25E-07,7.22E-05,0.000946557,3.19E-05,2.27E-07,9.41E-05,3.94E-05,2.10E-05,0.000190213,5.90E-05,0.000431376,0.000449746,0.000178325,1.16E-06,8.77E-05,9.30E-07,6.51E-05,0,2.43E-05,3.20E-05,0,3.40E-06,4.26734954,0.298239619,3.969109921,8.644048798,30.86232765
759C,759C,Mesh,34.9093147,4.837606523,0.000197706,1.12E-05,6.50E-07,0.000318856,4.76E-05,2.13E-07,5.15E-06,5.15E-05,3.60E-08,0,4.16E-05,0,0,8.72E-06,0,9.94E-05,0.000926849,3.49E-05,0,0.00022152,4.64E-05,1.26E-05,0.000218614,4.41E-05,0.000461303,0.000329488,0.000116688,3.70E-07,0.00011003,7.80E-06,0.000176218,0,1.50E-06,4.69E-08,0,0,5.135131657,0.305935116,4.829196542,8.128978468,31.42580352
760A,760A,Mesh,30.18185525,5.440897836,0.000141485,2.83E-05,4.55E-07,0.00016209,0.000375438,5.83E-05,3.62E-05,2.12E-05,8.68E-06,0,5.06E-05,0,0,4.72E-06,0,0.000252009,9.12E-05,0,1.75E-07,0.000119862,0.000113444,1.79E-05,0.000237769,0.000191112,0.000502673,0.000220374,2.91E-06,2.16E-07,0.000141904,5.65E-06,0.000127492,0,6.06E-05,2.78E-05,2.23E-06,1.54E-05,4.022327681,0.275103544,3.747224137,7.942375172,27.88249387
760B,760B,Mesh,25.63807059,4.532655282,6.25E-05,4.94E-06,0,0.000198893,0.000248367,6.26E-05,3.04E-05,2.20E-05,2.10E-06,0,5.56E-05,0,0,0,0,0.000156234,0.000100716,0,0,0.000159249,3.30E-05,1.02E-05,0.000132694,0.000163521,0.000509045,0.000161326,1.93E-06,0,0.00023857,3.89E-08,0.000115659,0,6.38E-05,2.84E-05,0,2.17E-06,4.461155292,0.324905971,4.136249321,6.702563907,25.60665622
760C,760C,Mesh,25.9440599,4.565123337,3.40E-05,1.08E-05,0,0.000270407,9.29E-05,4.35E-05,8.44E-05,4.61E-05,1.69E-05,0,0.000109825,0,0,0,0,6.78E-05,0.000320282,5.91E-07,0,0.000178467,2.71E-05,3.21E-05,6.14E-05,8.04E-05,0.000394369,0.000304184,2.64E-05,2.17E-07,0.000182967,1.63E-06,9.54E-05,0,2.86E-05,2.85E-05,0,5.53E-05,4.069452989,0.289841037,3.779611952,6.741806215,21.76166803
761A,761A,Mesh,42.25243713,7.406597022,4.82E-05,3.14E-06,0,0.000152603,9.25E-05,0.000155664,5.67E-05,9.37E-05,2.05E-05,4.46E-07,1.89E-05,0,0,0,0,0.000345713,0.000917656,3.61E-05,0,0.000149687,5.06E-05,1.03E-05,0.00061439,2.53E-05,0.00059787,0.000207328,0.000155239,1.25E-07,0.000245166,1.39E-07,1.89E-05,0,1.03E-05,0.000184255,0,1.39E-05,4.471823879,0.277776635,4.194047244,12.59155496,48.08483712
